winner,loser,white_pieces,black_pieces,moves,evaluations,material_advantage,move_count
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c2c3, d7d6, c3d4, h7h6, b1c3, d8d7, d4d5, g7g5, d2d4, d7e6, d5e6, b8d7, e6f7, e8d8, f7g8r, h8g8, d1b3, a7a6, b3g8, d8e8, c3d5, a8a7, d5c7, e8d8, c7e6, d8e8, g8g6","[0.0132, 0.0271, 0.0089, 0.0018, 0.0029, 0.0135, 0.0124, 0.0196, 0.0198, 0.0783, 0.0781, 0.1002, 0.1011, 0.1064, 0.1084, 0.1071, 0.1079, 0.1303, 0.1358, 0.1481, 0.155, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","-3, -3, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 10, 10, 17, 12, 12, 12, 17, 17, 17, 17, 18, 18, 18, 18, 18",27
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g8f6, b1c3, d6d5, e4e5, f6d7, c3e2, c7c5, c1d2, c5d4, d2e3, d4e3, g1h3, e3f2, e1f2, f8c5, f2e1, d7e5, e1d2, e5c4, d2c1, c5e3, c1b1, c4a3, b2a3, d8b6","[0.0058, 0.0043, 0.004, 0.003, 0.0044, 0.0027, 0.0025, -0.009, -0.0081, -0.06, -0.0613, -0.0724, -0.0721, -0.0815, -0.0818, -0.0821, -0.0813, -0.0849, -0.0864, -0.1458, -0.1394, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, 0, 0, -1, -1, -4, -4, -5, -4, -4, -4, -5, -5, -5, -5, -5, -5, -5, -2, -2",25
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b8d7, g1f3, a8b8, c2c4, c7c5, b1c3, b7b6, d4d5, d7e5, f3e5, b8b7, e5c6, a7a5, c6d8, e8e7, d8b7, a5a4, b7d6, e7f6, d1f3, f6e5, d6f7, e5d4, c3b5","[0.0046, 0.0045, 0.0085, 0.0105, 0.0085, 0.0084, 0.0111, 0.0096, 0.0153, 0.0165, 0.0611, 0.057, 0.0893, 0.0907, 0.1269, 0.1305, 0.1563, 0.1633, 0.9995, 0.9996, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 12, 12, 17, 17, 18, 18, 18, 18, 19, 19, 19",24
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g8f6, b2b3, d7d5, a2a3, c7c6, e2e4, d5e4, g2g4, c8g4, h2h4, g4d1, f1g2, d1b3, e1e2, f8c5, d2d4, d8d4, g2h3, d4f2","[-0.0033, -0.0083, -0.0076, -0.0112, -0.0103, -0.0288, -0.0275, -0.0488, -0.049, -0.0768, -0.0834, -0.1071, -0.1086, -0.1333, -0.1324, -0.9997, -0.9998, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, -1, -1, -2, -2, -11, -11, -12, -12, -12, -12, -13, -13, -14",19
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"h7h5, g1f3, b8d7, h2h3, d8f6, b1c3, c7c6, c1g5, g7g6, g5f6, f8g7, f6g7, g6g5, g7h8, e8e7, f3g5, b7b6, d1h5, f7f6, h5f7, e7d8, g5e6","[0.01, 0.0121, 0.011, 0.0116, 0.0165, 0.017, 0.0217, 0.0219, 0.0642, 0.0623, 0.0998, 0.1013, 0.1371, 0.1413, 0.1467, 0.156, 0.1682, 0.1746, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 12, 12, 17, 17, 18, 18, 19, 19, 19, 19, 20",22
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f8b4, c1b2, d7d6, b2e5, d6e5, c2c3, b4d6, d1b3, g8f6, b3a4, c8d7, a4d4, e5d4, g1f3, c7c5, f3e5, d6e5, a2a3, d8b6, g2g4, b6b2, e1d1, d7a4, d1e1, b2c1","[-0.0154, -0.0136, -0.0159, -0.0606, -0.0587, -0.0606, -0.0602, -0.0624, -0.0621, -0.0672, -0.0647, -0.1011, -0.1035, -0.1043, -0.1053, -0.1253, -0.1283, -0.1463, -0.1493, -0.1682, -0.1686, -0.9998, -0.9999, -0.9999, -1.0]","-1, -1, -1, 0, -3, -3, -3, -3, -3, -3, -3, -3, -12, -12, -12, -12, -15, -15, -15, -15, -15, -15, -15, -15, -15",25
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e8d7, f1d3, b8c6, g1f3, d7e7, c1g5, e7d7, g5d8, c6e7, d8c7, e7c6, c7a5, c6b4, a5b4, b7b5, d3b5, d7e7, f3e5, a8b8, d1f3, c8a6, f3f7, e7d8, f7d7","[0.0131, 0.0132, 0.0123, 0.0131, 0.0185, 0.0195, 0.066, 0.0701, 0.0802, 0.0792, 0.0879, 0.0816, 0.1113, 0.1139, 0.1326, 0.1324, 0.1403, 0.1424, 0.1656, 0.1718, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 9, 9, 10, 10, 10, 10, 13, 13, 14, 14, 14, 14, 14, 14, 15, 15, 15",24
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"d6d5, d1f3, d5e4, f3b3, d8d4, f1b5, c7c6, b5c6, b8c6, e1e2, d4d8, g2g3, c6d4, e2d2, d4b3, d2e3, b3c1, a2a3, f8c5, e3f4, d8f6, f4e4, f6f5","[0.0027, -0.002, -0.0007, -0.0169, -0.0202, -0.0235, -0.0244, -0.0574, -0.0577, -0.0722, -0.0716, -0.0872, -0.0929, -0.1415, -0.1501, -0.9993, -0.9994, -0.9996, -0.9997, -0.9997, -0.9998, -0.9999, -1.0]","0, 0, -1, -1, -2, -2, -2, -1, -4, -4, -4, -4, -4, -4, -13, -13, -16, -16, -16, -16, -16, -15, -15",23
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c2c3, d4e6, g1f3, h7h5, f1c4, a7a5, b1a3, g7g5, h2h3, e6g7, d2d4, c7c6, d1e2, a5a4, c1g5, b7b6, d4d5, e7e5, g5d8, g8f6, d8f6, f8c5, e2d2, c6d5, d2d5, c5e7, d5f7, e8d8, f7e7, d8c7, f6e5, c7c6, c4d5","[0.0116, 0.0295, 0.0209, 0.0286, 0.0137, 0.0184, 0.0006, 0.0164, 0.0183, 0.0386, 0.0309, 0.0443, 0.0351, 0.0392, -0.0033, 0.0029, 0.0088, 0.069, 0.069, 0.0983, 0.102, 0.1142, 0.1179, 0.1337, 0.1369, 0.9986, 0.9989, 0.9989, 0.999, 0.999, 0.9992, 0.9999, 1.0]","-3, -3, -3, -3, -3, -3, -3, -3, -3, -3, -3, -3, -3, -3, -2, -2, -2, -2, 7, 7, 10, 10, 10, 9, 10, 10, 11, 11, 14, 14, 15, 15, 15",33
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"e7e6, d1d3, d7d5, c1g5, d8g5, g2g3, g5c1, d3d1, f8b4, b1c3, b4c3, b2c3, c1c3, d1d2, c3a1, d2c1, a1c1","[0.0061, 0.0029, 0.0036, -0.0467, -0.0463, -0.0778, -0.0811, -0.0797, -0.0816, -0.0825, -0.0816, -0.0826, -0.0825, -0.083, -0.0835, -0.9999, -1.0]","0, 0, 0, 0, -3, -3, -3, -3, -3, -3, -6, -3, -4, -4, -9, -9, -18",17
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"d2d4, f7f5, e4f5, f8e7, d1h5, e8f8, f5e6, b7b6, h5f7","[0.0036, 0.0131, 0.0147, 0.0266, 0.0273, 0.0285, 0.0272, 0.9999, 1.0]","0, 0, 1, 1, 1, 1, 2, 2, 2",9
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"e7e5, g1f3, e5e4, f3d4, d7d5, h2h3, c7c5, h3h4, c5d4, f2f3, f8d6, h1g1, d6g3","[-0.0036, -0.0064, -0.0071, -0.0078, -0.007, -0.0134, -0.0151, -0.0551, -0.0554, -0.073, -0.0714, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, 0, 0, -3, -3, -3, -3, -3",13
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b8c6, a2a3, g7g6, d2d3, e5e4, d3e4, f8c5, g1f3, f7f5, e4f5, d8f6, b1c3, f6e7, c3d5, c5d4, d5e7, d4g7, e7d5, g7c3, b2c3, g8h6, d5c7, e8d8, d1d6, c6b4, c1g5","[-0.0032, -0.0037, -0.0024, -0.0019, 0.0083, 0.0087, 0.02, 0.0172, 0.0301, 0.0322, 0.0334, 0.0364, 0.0614, 0.0651, 0.0897, 0.0948, 0.1186, 0.1135, 0.1376, 0.1426, 0.9993, 0.9994, 0.9995, 0.9996, 0.9999, 1.0]","0, 0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 11, 11, 11, 11, 14, 14, 15, 15, 15, 15, 15",26
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f8b4, g2g3, g8f6, f2f3, d7d5, f1h3, b8c6, c2c4, d5c4, a2a3, b4a5, h3g4, c8g4, b1c3, g4h5, c3b5, d8d7, b5d6, d7d6, h2h3, f6d5, e1f2, a5b6, f2f1, d5e3, f1f2, e3d1, f2g2, d6d4, g3g4, d4f2","[-0.0167, -0.0207, -0.0193, -0.0275, -0.0295, -0.0338, -0.0338, -0.0447, -0.043, -0.0461, -0.0482, -0.0631, -0.067, -0.0821, -0.0772, -0.0838, -0.0857, -0.0916, -0.0904, -0.0989, -0.1034, -0.1174, -0.1226, -0.1276, -0.1356, -0.1511, -0.1624, -0.1618, -0.172, -0.9999, -1.0]","-1, -1, -1, -1, -1, -1, -1, -1, -2, -2, -2, -2, -5, -5, -5, -5, -5, -5, -8, -8, -8, -8, -8, -8, -8, -8, -17, -17, -17, -17, -17",31
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"f8b4, c2c3, b4d6, d1e2, f6e4, e2e4, d6a3, b1a3, d8f6, d2d4, c7c5, d4e5, e8d8, e5f6, d7d5, e4e7","[-0.0005, -0.0004, 0.0011, 0.0023, 0.0351, 0.0371, 0.0666, 0.0662, 0.0707, 0.0706, 0.0839, 0.0823, 0.1445, 0.1628, 0.9999, 1.0]","0, 0, 0, 0, -1, 2, 2, 5, 5, 5, 5, 6, 6, 15, 15, 15",16
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c2c4, d7d5, d1a4, d8d7, g2g3, d7a4, f2f3, d4c2, e1f2, c2a1, f1d3, a4d1, g3g4, d5c4, f2g3, c4d3, a2a3, d1c1, h2h4, c1b1, g1e2, b1h1, f3f4, d3e2, e4e5, e2e1q","[-0.0174, -0.0187, -0.0287, -0.0307, -0.1148, -0.1093, -0.1272, -0.1289, -0.1292, -0.1308, -0.1448, -0.1474, -0.1572, -0.1582, -0.1809, -0.1818, -0.1914, -0.201, -0.2064, -0.2156, -0.2272, -0.9993, -0.9996, -0.9997, -0.9999, -1.0]","-3, -3, -3, -3, -3, -12, -12, -12, -12, -17, -17, -17, -17, -18, -18, -21, -21, -24, -24, -27, -27, -32, -32, -35, -35, -43",26
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c4d5, g8h6, d2d4, g7g6, e2e4, b7b6, g1f3, c8h3, g2h3, h8g8, b1c3, g6g5, f1b5, b8d7, f3e5, g8g6, b5d7, d8d7, e5d7, g6c6, d5c6, a7a5, c3d5, a5a4, d5c7, e8d8, c7a8, h6g4, c6c7, d8d7, d1a4, d7d6, c7c8q, f7f6, a4a3","[0.0069, 0.018, 0.0191, 0.023, 0.0225, 0.0306, 0.0359, 0.0677, 0.0665, 0.0835, 0.0802, 0.0866, 0.0852, 0.0859, 0.0884, 0.0888, 0.0916, 0.0911, 0.0925, 0.1303, 0.1417, 0.149, 0.1655, 0.9991, 0.9992, 0.9992, 0.9993, 0.9995, 0.9996, 0.9996, 0.9997, 0.9998, 0.9999, 0.9999, 1.0]","1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 7, 4, 13, 13, 18, 18, 18, 18, 19, 19, 24, 24, 24, 21, 22, 22, 30, 30, 30",35
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g8f6, b1d2, c7c5, g2g4, c5d4, b2b4, f8b4, a2a3, b4c3, g4g5, c3a1, f1h3, f6d7, d2e4, d5e4, c1f4, a1c3, f3d2, e6e5, e1f1, e5f4, d2c4, d8c7, h3e6, f7e6, f1g2, c7c4, h2h3, e8g8, h3h4, d7c5, h1g1, e6e5, d1d2, c3d2, e2e3, c4e6, f2f3, e6h3, g2f2, h3f3","[-0.0023, -0.0032, -0.0021, -0.0146, -0.0136, -0.0396, -0.04, -0.0485, -0.05, -0.0509, -0.0497, -0.0613, -0.0639, -0.0799, -0.0815, -0.0988, -0.1016, -0.1002, -0.1025, -0.1048, -0.1057, -0.1203, -0.1217, -0.1408, -0.1462, -0.161, -0.1663, -0.1673, -0.1691, -0.1695, -0.1691, -0.1823, -0.1789, -0.9986, -0.9993, -0.9995, -0.9996, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, -1, -1, -2, -2, -2, -2, -7, -7, -7, -7, -10, -10, -10, -10, -10, -10, -13, -13, -13, -13, -16, -16, -19, -19, -19, -19, -19, -19, -19, -19, -28, -28, -28, -28, -28, -28, -29",41
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"c2c3, f7f5, c3d4, h7h5, f1e2, b7b5, e2h5, g7g6, h5g6","[0.015, 0.0307, 0.0191, 0.0163, 0.0158, 0.9997, 0.9998, 0.9999, 1.0]","-3, -3, 0, 0, 0, 0, 1, 1, 2",9
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"d1f3, c7c5, f1e2, b8c6, b2b4, c6b4, c1a3, b4c2, e1f1, c2a1, f3b3, a1b3, d2d3, d8f6, a3b2, f6b2, e4e5, b2b1, e2d1, b1d1","[-0.0043, -0.0047, -0.0062, -0.0075, -0.0165, -0.0181, -0.0498, -0.0494, -0.056, -0.0527, -0.1047, -0.1033, -0.1244, -0.125, -0.1628, -0.1636, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, 0, -1, -1, -2, -2, -7, -7, -16, -16, -16, -16, -19, -19, -22, -22, -25",20
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"f8b4, a2a3, e8e7, a3b4, g8f6, b4b5, b8c6, b5c6, b7c6, d2d4, d7d6, g2g3, d8g8, f1g2, e7e8, g2c6, f6d7, c6a8, g8f8, a1a7, f7f5, a7c7, c8b7, d1a4, f8g8, a4d7, e8f8, d7e7","[0.0022, 0.0007, 0.0542, 0.0557, 0.0558, 0.0558, 0.0723, 0.0752, 0.0779, 0.0716, 0.0756, 0.0721, 0.083, 0.0803, 0.0965, 0.0984, 0.1029, 0.1065, 0.1148, 0.1165, 0.1289, 0.1317, 0.1567, 0.165, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 3, 3, 3, 3, 6, 5, 5, 5, 5, 5, 5, 5, 6, 6, 11, 11, 12, 12, 13, 13, 13, 13, 16, 16, 16",28
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g8f6, e1d2, c7c5, f3e1, f6e4, d2e3, c5d4, e3f3, d8f6, f3g4, e6e5, g4h5, g7g6","[-0.0006, -0.0109, -0.0104, -0.0931, -0.0934, -0.0952, -0.0975, -0.1296, -0.1326, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1",13
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e4d5, d8d5, b1c3, a7a6, c3d5, g7g5, d5c7, e8d7, c7a8, b8c6, d2d4, f7f5, d4d5, b7b6, d5c6, d7e6, a8c7, e6f6, d1h5, f8h6, c7e8, f6e6, f1c4, e6e5, g1f3, e5e4, h5f7, c8e6, f7e6","[0.0078, 0.007, 0.0075, 0.0844, 0.0816, 0.1167, 0.1207, 0.123, 0.1226, 0.1264, 0.1291, 0.1369, 0.1426, 0.9991, 0.9993, 0.9993, 0.9994, 0.9994, 0.9995, 0.9995, 0.9996, 0.9996, 0.9997, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","1, 0, 0, 0, 9, 9, 10, 10, 15, 15, 15, 15, 15, 15, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 21",29
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"d1f3, c7c5, f3f5, e6f5, c2c3, b8c6, d2d4, c5d4, e4f5, d8e7, e1d1, g8f6, h2h4, f6e4, g2g4, e4f2, d1c2, e7e4, f1d3, e4d3, c2b3, d3d1, b3c4, d1a4, c4d5, a4b5","[-0.0046, -0.0056, -0.0783, -0.077, -0.0806, -0.079, -0.0884, -0.0873, -0.0897, -0.0879, -0.0902, -0.0879, -0.0961, -0.1002, -0.9993, -0.9994, -0.9994, -0.9995, -0.9995, -0.9996, -0.9996, -0.9997, -0.9997, -0.9998, -0.9999, -1.0]","0, 0, 0, -9, -9, -9, -9, -10, -9, -9, -9, -9, -9, -9, -9, -10, -10, -10, -10, -13, -13, -13, -13, -13, -13, -13",26
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"f8b4, a2a3, e5e4, a3b4, c7c5, b4c5, d8g5, d2d4, g8e7, c1g5, f7f6, g5f4, h7h5, b1c3, e8f7, c3e4, b7b5, e4d6, f7e6, d4d5, e7d5, d1d5, e6e7, d5e4, e7d8, d6f7","[0.0016, 0.0017, 0.0458, 0.0468, 0.0583, 0.0571, 0.0716, 0.0709, 0.1116, 0.1112, 0.1146, 0.1153, 0.1185, 0.1203, 0.1224, 0.1226, 0.1353, 0.1415, 0.9996, 0.9997, 0.9997, 0.9998, 0.9998, 0.9999, 0.9999, 1.0]","0, 0, 0, 3, 3, 4, 4, 4, 4, 13, 13, 13, 13, 13, 13, 14, 14, 14, 14, 14, 13, 16, 16, 16, 16, 16",26
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"d6d5, b1a3, f8a3, e1e2, a3f8, c2c4, d5e4, d1e1, d8d4, b2b4, d4d3","[0.0046, -0.0138, -0.0133, -0.0503, -0.0485, -0.0633, -0.0619, -0.0742, -0.074, -0.9999, -1.0]","0, 0, -3, -3, -3, -3, -4, -4, -5, -5, -5",11
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"f8a3, b1a3, f6e4, d1g4, g7g6, g4e4, c7c6, e4e5, e8f8, e5h8, f8e7, h8e5, e7f8, e5h8, f8e7, h8h7, d8h8, h7h8, e7d6, d2d4, b8a6, h8e5","[0.0455, 0.0444, 0.0517, 0.0482, 0.0659, 0.0654, 0.076, 0.0745, 0.1037, 0.1069, 0.1062, 0.1071, 0.1075, 0.1087, 0.1093, 0.1098, 0.174, 0.1814, 0.9993, 0.9994, 0.9999, 1.0]","0, 3, 2, 2, 2, 5, 5, 6, 6, 11, 11, 11, 11, 11, 11, 12, 12, 21, 21, 21, 21, 21",22
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"f2f3, e7e5, g2g4, d8h4","[-0.0179, -0.0158, -0.9999, -1.0]","-3, -3, -3, -3",4
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"b1c3, f8d6, d2d4, e8f8, c3b5, g7g5, b5d6, c7c6, d4e5, d8b6, d1h5, b8a6, h5f7","[0.0016, 0.0062, 0.0071, 0.019, 0.0182, 0.0387, 0.0369, 0.0898, 0.0888, 0.1148, 0.1313, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 3, 3, 4, 4, 4, 4, 5",13
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c7c5, c1d2, b8c6, d2c1, f8e7, f2f3, e6e5, e1e2, f7f5, b2b3, g8f6, c1a3, e8g8, e4f5, c8f5, c2c3, d8a5, g2g3, a8d8, f1g2, f5d3, e2f2, f6g4, f2e1, g4e3, b1d2, e3d1, a3b2, d1b2, d2f1, a5c3, e1f2, c5c4, b3b4, c6b4, a1d1, b2d1","[0.0137, 0.0122, 0.0115, 0.008, 0.0093, 0.0026, 0.0026, -0.0103, -0.01, -0.0152, -0.0158, -0.0254, -0.0257, -0.0379, -0.0395, -0.0433, -0.0467, -0.0526, -0.0569, -0.0614, -0.0666, -0.0902, -0.0878, -0.0879, -0.0871, -0.1021, -0.1058, -0.1499, -0.1677, -0.9991, -0.9993, -0.9993, -0.9994, -0.9994, -0.9995, -0.9999, -1.0]","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, -9, -9, -12, -12, -13, -13, -13, -13, -14, -14, -19",37
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"e4d5, g8h6, g1f3, d8c7, d2d4, g7g6, b1a3, c7d7, f1b5, f7f5, b5d7, c8d7, c2c3, e7e6, d5e6, c5d4, d1d4, f8b4, d4h8, e8e7, c1g5, e7d6, h8e5, d6c6, f3d4, c6b6, c3b4, d7a4, e5a5","[0.0006, 0.0131, 0.011, 0.0194, 0.0213, 0.0208, 0.023, 0.0571, 0.0577, 0.077, 0.0771, 0.0768, 0.0777, 0.0934, 0.0984, 0.1066, 0.1127, 0.9992, 0.9993, 0.9994, 0.9995, 0.9995, 0.9996, 0.9996, 0.9997, 0.9997, 0.9998, 0.9999, 1.0]","1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 7, 7, 7, 8, 7, 8, 8, 13, 13, 13, 13, 13, 13, 13, 13, 16, 16, 16",29
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"g8f6, c1h6, g7h6, b2b4, f8b4, b1d2, c7c5, a1c1, b4c3, h2h4, c5d4, g2g3, b8c6, e2e4, d4e3, f1d3, e3d2, d1d2, d8a5, d3e4, d5e4, g3g4, e4f3, e1f1, c3d2, g4g5, d2c1, a2a3, a5d5, c2c4, d5d1","[-0.0015, -0.0492, -0.0497, -0.0584, -0.0545, -0.0582, -0.0598, -0.0652, -0.0601, -0.0706, -0.0682, -0.0679, -0.0689, -0.0791, -0.0782, -0.0966, -0.1007, -0.105, -0.1052, -0.1344, -0.1387, -0.1809, -0.4508, -0.4508, -0.9991, -0.9993, -0.9994, -0.9997, -0.9998, -0.9999, -1.0]","0, 0, -3, -3, -4, -4, -4, -4, -4, -4, -5, -5, -5, -5, -6, -6, -9, -8, -8, -8, -11, -11, -14, -14, -23, -23, -28, -28, -28, -28, -28",31
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"a7a6, d2d3, b8c6, g1f3, b7b5, c4d5, g7g6, d5c6, f8a3, c6a8, c8b7, a8b7, d8c8, b7c8, e8d8, c8a6, d8e7, b1a3, e7e6, d1d2, e6e7, d2c3, e7e6, c3e5","[0.0, 0.0008, 0.0007, 0.0015, 0.0033, 0.0036, 0.0113, 0.0113, 0.0711, 0.0734, 0.0943, 0.0966, 0.1504, 0.1517, 0.1572, 0.1636, 0.165, 0.1692, 0.1746, 0.1786, 0.1909, 0.2086, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 3, 3, 8, 8, 11, 11, 20, 20, 21, 21, 24, 24, 24, 24, 24, 24, 25",24
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"c7c5, d1d3, c5d4, c1d2, g8f6, d2a5, d8a5, d3c3, d4c3, f3d4, c3b2, e1d1, b2a1q, e2e3, f6e4, d1e2, b8c6, h2h4, c6e5, a2a4, a5d2, b1d2, e4c3","[-0.0014, -0.0082, -0.009, -0.0144, -0.0159, -0.0632, -0.0641, -0.1103, -0.1119, -0.2867, -0.9987, -0.9988, -0.999, -0.999, -0.9994, -0.9994, -0.9995, -0.9996, -0.9997, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, -1, -1, -1, -1, -4, -4, -13, -13, -14, -14, -27, -27, -27, -27, -27, -27, -27, -27, -27, -18, -18",23
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"d8e7, g1f3, f7f6, b1c3, g7g5, f1e2, f8h6, h2h3, b8c6, d4d5, c8d7, d5c6, b7b5, c6d7, e7d7, f3d4, d7d8, d4e6, f6f5, e6d8, g5g4, d8e6, c7c6, d1d6, a7a6, d6c6, e8e7, c3d5, e7f7, c6d7, g8e7, d7e7, f7g8, d5f6","[0.01, 0.0088, 0.0164, 0.0153, 0.0175, 0.0172, 0.0182, 0.0196, 0.0265, 0.029, 0.051, 0.0489, 0.0907, 0.0916, 0.0905, 0.0897, 0.1107, 0.1116, 0.1303, 0.1353, 0.1463, 0.1505, 0.1878, 0.9992, 0.9993, 0.9995, 0.9995, 0.9996, 0.9996, 0.9997, 0.9997, 0.9998, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 6, 5, 5, 5, 6, 6, 15, 15, 15, 15, 16, 16, 17, 17, 17, 17, 17, 17, 20, 20, 20",34
Black,White,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,Stockfish,"a2a3, d7d5, g1e2, d5e4, h2h3, f7f5, c2c3, e6e5, h1g1, g8f6, f2f3, f8c5, g2g3, e8g8, g1h1, e4f3, d1c2, b8c6, b2b3, f3e2, g3g4, e2f1q, e1f1, d8d5, c2e4, f6e4, c3c4, e4g3, f1e1, d5h1","[-0.0017, -0.0006, -0.0066, -0.0077, -0.0123, -0.0121, -0.0193, -0.0211, -0.0317, -0.0303, -0.0478, -0.0485, -0.0544, -0.0542, -0.0677, -0.0683, -0.0729, -0.0723, -0.0821, -0.0803, -0.103, -0.1136, -0.1955, -0.263, -0.9993, -0.9994, -0.9998, -0.9999, -0.9999, -1.0]","0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -2, -2, -2, -2, -5, -5, -16, -7, -7, -7, -16, -16, -16, -16, -21",30
White,Black,Stockfish,<alpha_pawn.AlphaPawn object at 0x0000018DA0D71850>,"h7h6, f1d3, b7b6, f2f4, d8h4, g2g3, h4f6, b1c3, f6f4, g3f4, e8e7, f4f5, c7c6, f5e6, g8f6, e4e5, c8d7, e5f6, e7d8, e6e7, d8c8, d1e2, d7h3, e7e8q, c8b7, g1h3, g7g5, e2g4, f8e7, g4c8","[0.0065, 0.0065, 0.0083, 0.0091, 0.0132, 0.0131, 0.0161, 0.0171, 0.0733, 0.0739, 0.0788, 0.082, 0.0839, 0.0866, 0.097, 0.0984, 0.1175, 0.1194, 0.1189, 0.1217, 0.1392, 0.1419, 0.9993, 0.9994, 0.9994, 0.9995, 0.9997, 0.9998, 0.9999, 1.0]","0, 0, 0, 0, 0, 0, 0, 0, -1, 8, 8, 8, 8, 9, 9, 9, 9, 12, 12, 12, 12, 12, 12, 20, 20, 23, 23, 23, 23, 23",30
